basomrade,year,mean_income_aged_gt_20,post_secondary_education_min_3_years_aged_25_64,population_aged_gt_20,municipality
2210300_blackeberg,2009,217025.27,0.251252307,5528,0180_stockholm
3810100_lilla_alby,2001,217023.1,0.212565839,3666,0183_sundbyberg
3810750_sodra_rissne,2005,217015.47,0.19319862,2499,0183_sundbyberg
5432410_orminge,2008,217014.64,0.132369299,4013,0182_nacka
6381500_vardinge_glesbygd,2006,217013.99,0.202105263,600,0181_sodertalje
2110940_hokmossen,2006,216968.91,0.269628099,1205,0180_stockholm
2230610_vallingby_centrum,2009,216965.89,0.236180905,313,0180_stockholm
3510280_satuna,2005,216963.29,0.124551971,1569,0191_sigtuna
5640600_djuro_skargard,2008,216926.46,0.151515152,355,0120_varmdo
2240650_logvagen_erland,2001,216909.23,0.184357542,310,0180_stockholm
5110270_vastra_eriksberg,2011,216900.7,0.150224215,640,0127_botkyrka
2160920_sodra_svedmyra,2010,216895.77,0.248525695,1570,0180_stockholm
5711110_skyttorp,2000,216869.66,0.087519026,1565,0128_salem
6131100_sodersvik,2002,216805.69,0.073170732,169,0188_norrtalje
6110430_sodra_bergen,2011,216804.67,0.17,1413,0188_norrtalje
5411130_ekudden,2004,216771.89,0.253731343,685,0182_nacka
5630600_varmdo_norra_skargard,2008,216759.02,0.145985401,203,0120_varmdo
3910320_viggbygardet,2001,216752.86,0.2,790,0160_taby
2110720_svandammen,2005,216746.95,0.317808219,3626,0180_stockholm
3710540_vastra_skogen,2008,216742.43,0.400547445,1784,0184_solna
6123100_svanberga,2002,216736.93,0.113043478,295,0188_norrtalje
5120930_kommunalhuset,2003,216720.08,0.18,514,0127_botkyrka
2110130_ornsberg_nord_ost,2006,216718.96,0.327586207,971,0180_stockholm
6310110_ostra_centrum,2000,216717.55,0.156048015,1582,0181_sodertalje
5110270_vastra_eriksberg,2012,216713.5,0.150900901,649,0127_botkyrka
5211930_tyresta,2004,216697.99,0.084507042,89,0136_haninge
3910370_norra_hagernas,2004,216692.27,0.203423968,1577,0160_taby
1210410_centrala_hjorthagen,2001,216686.89,0.378633721,1831,0180_stockholm
4122420_norra_smedby,2009,216647.8,0.114457831,2720,0114_upplands_vasby
5611150_sodra_gustavsberg_hasthagen,2001,216619.8,0.180634662,1763,0120_varmdo
3324420_hammaren,2008,216589.28,0.188112745,2505,0123_jarfalla
6210350_vastra_nynashamn_c,2006,216529.7,0.126152074,2706,0192_nynashamn
6310360_barstafaltet,2004,216529.05,0.116751269,354,0181_sodertalje
5110480_nordostra_norsborg,2008,216519.26,0.075396825,369,0127_botkyrka
3413410_baggeby,2002,216511.66,0.260089686,1599,0186_lidingo
4270501_ovr_osseby_garns_glesbygd,2000,216489.63,0.165811966,718,0115_vallentuna
1320130_fridhemsplan,2000,216477.71,0.341897233,620,0180_stockholm
4450170_neptunus,2006,216462.52,0.151898734,353,0117_osteraker
2130220_ostra_hogdalen,2010,216461.33,0.193779904,2920,0180_stockholm
4122240_vasbyskogen,2009,216435.01,0.142335766,1653,0114_upplands_vasby
6141130_vastertorp,2007,216416.17,0.103512015,1596,0188_norrtalje
6310370_barstabergen,2005,216394.27,0.165738162,1217,0181_sodertalje
2140620_gullmarsplan,2002,216366.53,0.294642857,2467,0180_stockholm
2150820_lagaplan,2010,216356.07,0.305635838,5689,0180_stockholm
6132502_spillersboda,2003,216329.92,0.103960396,293,0188_norrtalje
2240130_norra_bromsten,2000,216322.48,0.218444539,3263,0180_stockholm
2110320_klubbacken,2002,216307.96,0.269746647,922,0180_stockholm
5211540_valla,2007,216298.37,0.140329218,3373,0136_haninge
4210510_vallentuna_glesbygd_v,2001,216291.43,0.111782477,387,0115_vallentuna
4250100_karsta,2005,216270.09,0.145631068,277,0115_vallentuna
5211511_haninge_centrum,2009,216251.33,0.142398287,1751,0136_haninge
2110150_ornsberg_syd_ost,2011,216250.81,0.282828283,136,0180_stockholm
4122430_sodra_smedby,2005,216250.14,0.105263158,480,0114_upplands_vasby
6144000_skederids_forsamling,2004,216245.47,0.113253012,524,0188_norrtalje
3413710_centrala_gangsatra,2009,216233.08,0.179596174,1416,0186_lidingo
5640200_stavsnas,2002,216220.87,0.11820331,549,0120_varmdo
5320110_trangsunds_centrum,2006,216220.86,0.16347731,2676,0126_huddinge
5255110_aby,2011,216194.69,0.10805342,3660,0136_haninge
6151200_herrang,2011,216181.14,0.085106383,329,0188_norrtalje
5310910_sjodalen_huddinge_c,2007,216135.42,0.183815029,4075,0126_huddinge
2120100_fruangen,2006,216131.54,0.210621605,5203,0180_stockholm
5611120_lugnet_flerbostadshus,2008,216125.6,0.106571936,896,0120_varmdo
2260130_sodra_akalla,2000,216115.32,0.180963572,2172,0180_stockholm
2160330_farsta_gard,2002,216100.56,0.318318318,850,0180_stockholm
5411710_vastra_ektorp,2009,216099.22,0.284191829,982,0182_nacka
6164100_soderby_karl,2009,216094.63,0.12173913,174,0188_norrtalje
4311730_tynningo,2000,216092.39,0.178899083,249,0187_vaxholm
1420140_bergsund,2002,216092.36,0.336335491,4436,0180_stockholm
2110320_klubbacken,2003,216080.49,0.274217586,913,0180_stockholm
4260500_vada_glesbygd,2001,216058.6,0.136363636,144,0115_vallentuna
6381100_molnbo,2002,216054.63,0.147663551,665,0181_sodertalje
1430180_rosenlund,2004,216043.36,0.25066313,1125,0180_stockholm
3710160_bagartorp,2011,216034.36,0.230359521,1055,0184_solna
6142500_fasterna_glesbygd,2005,216030.7,0.148044693,493,0188_norrtalje
5110490_nordvastra_norsborg,2003,216019.14,0.104081633,666,0127_botkyrka
4311610_ostra_vaxon,2000,216018.21,0.200671704,1857,0187_vaxholm
3510450_marsta_vastra_glesbygd_marsta_maby,2002,216005.37,0.109090909,81,0191_sigtuna
5240000_orno_forsamling,2002,215997.68,0.099337748,213,0136_haninge
3810740_norra_rissne,2010,215985.72,0.218719212,2591,0183_sundbyberg
1420360_skoldgatan_nord,2003,215925.76,0.291525424,840,0180_stockholm
2160820_bagarfruvagen,2003,215899.09,0.161692892,2787,0180_stockholm
3720940_hanneberg,2001,215899.01,0.190930788,668,0184_solna
2130630_ormkarr,2002,215893.31,0.171240395,1563,0180_stockholm
6162520_vaddo,2007,215882.35,0.148397976,913,0188_norrtalje
6330391_vastra_geneta,2004,215872.66,0.097744361,229,0181_sodertalje
1140210_norra_station_1_norra_station_2,2000,215838.95,0.379310345,314,0180_stockholm
4450120_runo_gard,2005,215837.07,0.124324324,1223,0117_osteraker
3910370_norra_hagernas,2002,215817.59,0.208737864,1591,0160_taby
5340630_kasta,2000,215789.4,0.157427938,539,0126_huddinge
3720950_albydal,2002,215785.87,0.225714286,965,0184_solna
2150400_hammarbyhojden,2004,215762.07,0.30967118,6677,0180_stockholm
2250200_hasselby_strand,2012,215759.51,0.193315508,5956,0180_stockholm
6310340_saltskog,2005,215734.34,0.142458101,2446,0181_sodertalje
5320310_vastra_skogas,2014,215730.96,0.164198493,5330,0126_huddinge
4311441_bogesund,2005,215728.85,0.203389831,73,0187_vaxholm
5611120_lugnet_flerbostadshus,2011,215724.79,0.096947935,905,0120_varmdo
5630600_varmdo_norra_skargard,2010,215712.05,0.143939394,200,0120_varmdo
6341430_tveta_glesbygd,2001,215704.29,0.182481752,166,0181_sodertalje
3720920_albygard,2003,215701.44,0.223048327,916,0184_solna
2210300_blackeberg,2008,215683.16,0.248163694,5518,0180_stockholm
5110480_nordostra_norsborg,2010,215643.74,0.088709677,358,0127_botkyrka
2110520_norra_hagerstensasen,2004,215630.99,0.284210526,1507,0180_stockholm
3810740_norra_rissne,2007,215611.29,0.205867727,2506,0183_sundbyberg
3710520_jungfrudansen,2001,215601.92,0.240589198,1888,0184_solna
4111110_norra_runby,2001,215563.35,0.168304668,2309,0114_upplands_vasby
3240000_adelso_forsamling,2003,215561.43,0.099255583,530,0125_ekero
3610530_haggviks_centrum,2000,215549.27,0.216361679,1542,0163_sollentuna
6392000_morko_forsamling,2003,215529.42,0.148788927,385,0181_sodertalje
5411210_tallbacken,2001,215510.25,0.24863388,1031,0182_nacka
5513120_pluggvagen,2012,215508.6,0.136231884,462,0138_tyreso
5120730_tumba_centrum,2011,215502.04,0.16,875,0127_botkyrka
3610940_helenelunds_centrum,2010,215468.81,0.232911392,1597,0163_sollentuna
4122230_apoteksskogen,2011,215464.05,0.140142518,1819,0114_upplands_vasby
6133100_furusund,2004,215434.58,0.188405797,103,0188_norrtalje
2110140_vinterviken,2005,215427.99,0.27816092,1670,0180_stockholm
6220510_liso,2004,215424.93,0.110132159,299,0192_nynashamn
5211220_eriksberg,2002,215416.33,0.093959732,1205,0136_haninge
6133700_blido,2006,215408.87,0.138728324,590,0188_norrtalje
6310352_norra_vastergard,2005,215399.05,0.133894415,1704,0181_sodertalje
2121020_ostbergahojden_ostbergavagen,2009,215388.78,0.199095023,3933,0180_stockholm
6310422_stationsomradet_sodra,2003,215376.56,0.2,663,0181_sodertalje
2140840_arsta_gard,2002,215376.52,0.256842105,3274,0180_stockholm
6151500_havero_glesbygd,2005,215335.45,0.084459459,850,0188_norrtalje
6110320_fagelsangen,2000,215327.73,0.167943806,1957,0188_norrtalje
1420140_bergsund,2003,215320.7,0.34943103,4513,0180_stockholm
2230620_sodra_vallingby,2010,215318.35,0.197196871,4709,0180_stockholm
3414210_centrala_kappala,2003,215312.58,0.17480315,1624,0186_lidingo
2140850_valla_garde,2006,215282.77,0.233057851,1928,0180_stockholm
3910130_nasbyparks_centrum,2004,215274.68,0.281979458,2029,0160_taby
6420000_taxinge_forsamling,2001,215259.48,0.110108303,647,0140_nykvarn
5414300_stenso,2008,215258.49,0.150988142,1935,0182_nacka
6121000_malsta_forsamling,2004,215251.72,0.141935484,194,0188_norrtalje
2150820_lagaplan,2009,215250.54,0.296563745,5538,0180_stockholm
2160320_ullerudsbacken,2011,215206.13,0.192343604,3283,0180_stockholm
6131502_graddo,2005,215203.83,0.09375,195,0188_norrtalje
2150732_skarpnacksfaltet_v,2013,215190.83,0.243697479,2936,0180_stockholm
6133200_kopmanholm,2001,215185.44,0.246753247,120,0188_norrtalje
4210110_centrala_vallentuna,2007,215179.83,0.143653251,2692,0115_vallentuna
3510110_gamla_marsta,2005,215175.69,0.142753095,1955,0191_sigtuna
3720620_blakulla,2011,215173.55,0.219263642,4157,0184_solna
6141110_sodra_rimbo,2007,215157.23,0.097922849,1150,0188_norrtalje
1320500_fredhall,2000,215149.77,0.339532094,4633,0180_stockholm
6320621_ostra_rosenlund,2001,215147.14,0.199046484,2473,0181_sodertalje
6220100_sorunda,2002,215140.79,0.095909732,879,0192_nynashamn
3324420_hammaren,2010,215132.53,0.18683274,2576,0123_jarfalla
4122240_vasbyskogen,2011,215125.01,0.145343777,1748,0114_upplands_vasby
4122430_sodra_smedby,2004,215102.52,0.11002445,490,0114_upplands_vasby
3910130_nasbyparks_centrum,2003,215090.24,0.285452882,2020,0160_taby
6148000_gottrora_forsamling,2005,215085.45,0.095652174,564,0188_norrtalje
3720760_sodra_vasalund,2001,215078.33,0.27595884,1402,0184_solna
6145000_husby_sjuhundra,2005,215068.89,0.10483871,485,0188_norrtalje
6330392_ostra_geneta,2008,215063.24,0.088235294,795,0181_sodertalje
5130830_grodinge_glesbygd,2001,215017.73,0.118790497,1132,0127_botkyrka
5110270_vastra_eriksberg,2009,215004.12,0.13225058,599,0127_botkyrka
5120940_tuna,2013,214966.59,0.136408243,1468,0127_botkyrka
6162200_grisslehamn,2008,214964.39,0.076923077,217,0188_norrtalje
5513210_ostra_bollmora,2004,214949.07,0.115264798,931,0138_tyreso
5211920_galo_sandemar,2004,214937.34,0.076923077,233,0136_haninge
6391500_holo_glesbygd,2002,214927.83,0.131672598,995,0181_sodertalje
3510140_ekillatorp,2005,214905.42,0.083333333,201,0191_sigtuna
5340500_glomsta,2001,214904.25,0.101694915,688,0126_huddinge
1440311_danviken_n,2003,214903.8,0.304511278,391,0180_stockholm
6310340_saltskog,2009,214881.45,0.1558669,2454,0181_sodertalje
2140830_arsta_centrum,2001,214867.3,0.307641634,4603,0180_stockholm
6320541_sodra_brunnsang,2011,214859.8,0.151340996,2639,0181_sodertalje
2161020_norra_tallkrogen,2005,214830.38,0.194616977,1320,0180_stockholm
4070150_tibbleangen,2003,214803.87,0.14244186,1975,0139_upplands_bro
5611190_holmviksskogen,2004,214783.33,0.13030303,460,0120_varmdo
3810740_norra_rissne,2004,214781.83,0.207121364,2398,0183_sundbyberg
6154100_skebobruk,2006,214761.1,0.163120567,209,0188_norrtalje
3710570_huvudstafaltet,2003,214756.43,0.243724696,1711,0184_solna
2130620_hagsatra_torg,2013,214754.77,0.180010747,5062,0180_stockholm
6310360_barstafaltet,2003,214751.43,0.098039216,359,0181_sodertalje
4122420_norra_smedby,2010,214741.61,0.116691285,2796,0114_upplands_vasby
5432030_klinten,2001,214738.05,0.2109375,724,0182_nacka
3510160_marsta_centrum,2014,214728.81,0.185714286,930,0191_sigtuna
3610140_rotsunda,2004,214689.41,0.192622951,646,0163_sollentuna
5120920_tumba_glesbygd,2003,214673.89,0.120967742,161,0127_botkyrka
1210220_ostra_station,2011,214663.47,0.551498127,1587,0180_stockholm
5211320_brandbergens_industriomr,2007,214650.15,0.14619883,476,0136_haninge
1410150_bergsgruvan,2002,214648.83,0.327848101,1024,0180_stockholm
1420140_bergsund,2004,214644.34,0.362139918,4519,0180_stockholm
5211330_brandbergen_flerbost_hus,2014,214628.82,0.123821765,6507,0136_haninge
1430150_eriksdal,2001,214624.09,0.320598007,1621,0180_stockholm
6330392_ostra_geneta,2009,214600.91,0.095063985,811,0181_sodertalje
6154500_ununge_glesbygd,2005,214593.03,0.117948718,281,0188_norrtalje
2110720_svandammen,2004,214580.2,0.298464834,3523,0180_stockholm
4010140_bro_centrum,2011,214572.62,0.14833393,3771,0139_upplands_bro
5650000_moja_forsamling,2012,214570.41,0.119402985,259,0120_varmdo
6110450_kvisthamra,2000,214538.83,0.256157635,1272,0188_norrtalje
2230620_sodra_vallingby,2009,214513.3,0.192294807,4630,0180_stockholm
6122000_loharads_forsamling,2006,214511.74,0.13,394,0188_norrtalje
3810230_sundbybergs_centrum,2000,214511.3,0.245932652,3565,0183_sundbyberg
6154500_ununge_glesbygd,2004,214477.7,0.119170984,278,0188_norrtalje
6141120_hasta,2007,214472.19,0.106498195,812,0188_norrtalje
6121000_malsta_forsamling,2005,214431.14,0.151898734,202,0188_norrtalje
1430140_helgalunden,2002,214422.98,0.327096078,3935,0180_stockholm
3110330_morbyskogen,2000,214407.39,0.375189107,1387,0162_danderyd
5611140_hojdhagen,2000,214406.32,0.175152749,681,0120_varmdo
5211550_sodra_handen,2001,214387.05,0.205438066,428,0136_haninge
2160850_stora_skondal,2008,214382.68,0.26,684,0180_stockholm
3810740_norra_rissne,2003,214378,0.22668004,2400,0183_sundbyberg
1430220_ostra_aso,2001,214369.37,0.280096067,4187,0180_stockholm
3910270_marknadsvagen,2000,214366.98,0.19379845,1374,0160_taby
5713000_salems_glesbygd,2005,214355.56,0.204081633,118,0128_salem
2160220_sodra_farsta,2011,214343.46,0.181152344,3157,0180_stockholm
3220103_ekero_centrum,2003,214339.19,0.18590998,1349,0125_ekero
2260320_ovre_kista,2000,214325.68,0.2930365,4854,0180_stockholm
2211420_ostra_akeslund,2002,214273.95,0.324792244,1927,0180_stockholm
6310170_vardsholmen,2006,214266.92,0.197368421,728,0181_sodertalje
3710120_vastra_ritorp,2007,214264.94,0.256410256,776,0184_solna
6161000_singo_forsamling,2006,214242.66,0.209944751,293,0188_norrtalje
5140620_tullingeberg,2001,214239.31,0.17012987,1095,0127_botkyrka
6310352_norra_vastergard,2004,214228.77,0.121621622,1733,0181_sodertalje
3324500_vibblaby,2002,214223.8,0.220579539,2507,0123_jarfalla
5311010_stuvsta_kvarnberget,2007,214221.47,0.16221374,943,0126_huddinge
5411720_ostra_ektorp,2000,214206.27,0.235908142,626,0182_nacka
4122240_vasbyskogen,2010,214195.99,0.147727273,1708,0114_upplands_vasby
3347400_barkrby,2002,214180.83,0.188068756,1479,0123_jarfalla
6320520_ostra_grusasen,2009,214177.27,0.158649789,1659,0181_sodertalje
3413110_torsviksplatan,2000,214165.18,0.318548387,791,0186_lidingo
6131501_radmansolandet,2005,214146.96,0.137157107,1113,0188_norrtalje
2160640_lingvagen,2010,214129.24,0.193923146,1622,0180_stockholm
2160640_lingvagen,2009,214107.36,0.189189189,1611,0180_stockholm
3810220_rasten,2000,214087.1,0.231697506,1735,0183_sundbyberg
5611110_munkmora,2013,214085.43,0.122052705,1014,0120_varmdo
4122430_sodra_smedby,2003,214080.95,0.098522167,489,0114_upplands_vasby
5630510_norra_varmdo_torsby_evlinge_saltaro_skarmaro,2000,214078.3,0.11481976,1830,0120_varmdo
6320612_sjukhuset,2001,214070.57,0.207964602,337,0181_sodertalje
4451430_ostra_ryds_glesbygd,2000,214040.37,0.126315789,124,0117_osteraker
2160330_farsta_gard,2001,214040.02,0.300911854,855,0180_stockholm
2140340_sandsborg,2000,214038.67,0.275981524,1131,0180_stockholm
4450130_akersberga,2010,214034.38,0.127540853,4271,0117_osteraker
2120700_vastertorp,2007,214026.35,0.223336372,4760,0180_stockholm
6240510_jarflotta,2003,214016.65,0.088888889,168,0192_nynashamn
3335220_viksjo_centrum,2002,214016.6,0.120996441,1566,0123_jarfalla
3720730_skogskronet,2001,214008.94,0.236895161,1503,0184_solna
2140340_sandsborg,2001,213945.96,0.285549133,1123,0180_stockholm
1140110_norrtull,2012,213938.89,0.274725275,136,0180_stockholm
4133920_fresta_sodra_glesbygd,2001,213917.64,0.102272727,96,0114_upplands_vasby
5513170_ostra_farmarstigen,2003,213908.48,0.106806283,1159,0138_tyreso
3580300_vidbo_fd_forsamling,2005,213900.98,0.085106383,257,0191_sigtuna
3710540_vastra_skogen,2011,213896.74,0.485188151,1904,0184_solna
3710540_vastra_skogen,2010,213828.92,0.469250211,1848,0184_solna
2160630_sondagsvagen,2011,213809.01,0.188389923,1250,0180_stockholm
2160520_gubbangstorget,2006,213807.73,0.264869151,3392,0180_stockholm
4440200_roslags_kulla_fd_forsaml,2004,213798.33,0.095846645,410,0117_osteraker
2110730_fastlagsvagen,2005,213794.82,0.276360544,1493,0180_stockholm
4122310_korpkulla,2004,213772.4,0.176816239,2681,0114_upplands_vasby
3710550_gamla_huvusta,2001,213763.45,0.260869565,2514,0184_solna
6381500_vardinge_glesbygd,2004,213743.75,0.190082645,623,0181_sodertalje
6110360_roslagsstaden,2004,213735.55,0.144444444,1295,0188_norrtalje
4250500_karsta_glesbygd,2001,213714.6,0.089385475,437,0115_vallentuna
5211920_galo_sandemar,2003,213711.59,0.070175439,221,0136_haninge
2140820_skanskvarn,2001,213684.8,0.287581699,3022,0180_stockholm
3810740_norra_rissne,2009,213677.31,0.205809946,2560,0183_sundbyberg
2160620_vastra_hokarangen,2011,213669.38,0.21957914,4232,0180_stockholm
6240530_osmo_ostra_glesbygd,2003,213654.31,0.103773585,150,0192_nynashamn
4210530_vallentuna_glesbygd_no,2002,213639.17,0.126315789,218,0115_vallentuna
2110530_sodra_hagerstensasen,2003,213633.46,0.278187919,3932,0180_stockholm
4122240_vasbyskogen,2007,213628.45,0.139066789,1628,0114_upplands_vasby
6330391_vastra_geneta,2005,213627.35,0.1,231,0181_sodertalje
5411030_kvarnholmen,2003,213600.87,0.145299145,159,0182_nacka
6110340_ostra_rodenstaden,2005,213585.87,0.168789809,488,0188_norrtalje
3413810_bergsatra,2001,213576.07,0.163265306,202,0186_lidingo
3710430_karolinska_institutet,2013,213565.26,0.423529412,403,0184_solna
6320520_ostra_grusasen,2007,213564.2,0.155052265,1629,0181_sodertalje
5110430_brunna,2009,213536.45,0.106976744,570,0127_botkyrka
6240540_osmo_vastra_glesbygd,2002,213531.34,0.072,317,0192_nynashamn
6310120_vastra_centrum,2000,213521.99,0.200381679,1507,0181_sodertalje
4210510_vallentuna_glesbygd_v,2000,213499.33,0.113207547,379,0115_vallentuna
4440120_ingmarso_mfl_oar,2009,213498.1,0.12295082,191,0117_osteraker
2230100_grimsta,2014,213494.22,0.210401891,3314,0180_stockholm
6240100_osmo,2003,213479.89,0.090361446,2526,0192_nynashamn
2150400_hammarbyhojden,2003,213427.55,0.291553134,6660,0180_stockholm
3510150_sodra_ekilla,2003,213427.35,0.100830368,1059,0191_sigtuna
5110490_nordvastra_norsborg,2002,213397.61,0.111561866,658,0127_botkyrka
6132501_frotuna_o_glesbygd,2003,213383.79,0.11552795,1064,0188_norrtalje
6330392_ostra_geneta,2007,213382.82,0.08974359,777,0181_sodertalje
5110420_slagsta,2000,213375.75,0.101756955,1731,0127_botkyrka
4260500_vada_glesbygd,2002,213363.94,0.155963303,142,0115_vallentuna
6210410_nynashamn_sv_esto,2001,213353.98,0.172942817,1080,0192_nynashamn
4230500_sodra_lindholmen_orkesta_glesbygd,2003,213327.31,0.074534161,211,0115_vallentuna
3510150_sodra_ekilla,2004,213319.18,0.085234094,1058,0191_sigtuna
6134510_lanna_fastland,2002,213313.57,0.103290676,1480,0188_norrtalje
1230350_kampementsbacken,2005,213308.07,0.431654676,1415,0180_stockholm
4122100_lowenstromska_sjukhuset,2014,213306.85,0.150943396,478,0114_upplands_vasby
2110620_nybohov,2008,213300.18,0.277117973,1871,0180_stockholm
6310340_saltskog,2004,213291.43,0.136490251,2433,0181_sodertalje
4250200_ekskogen,2000,213283.49,0.108333333,134,0115_vallentuna
